score,id
0.7209626430460121,https://www.wmar2news.com/news/national/veteran-cancer-survivor-discovers-hidden-art-talent
0.6167871292278558,https://www.wistv.com/2022/04/09/couple-charged-with-child-endangerment-after-police-find-bags-feces-inside-home/
0.2756751168860628,https://www.djournal.com/itawamba/icc-baseball-splits-doubleheader-with-co-lin/article_895fe4d5-243f-5a0f-9187-de489fe2ec15.html
0.4252872496286752,https://www.wfmz.com/news/pr_newswire/pr_newswire_business/title-resources-group-names-neil-gulley-chief-development-officer/article_03cf56de-8977-556a-a3a4-2e8730f89d6c.html
0.4376157932611812,https://www.twincities.com/2022/04/14/what-you-need-to-know-before-the-mets-2022-home-opener/
0.9831617471759186,https://www.twincities.com/2022/04/13/orioles-john-means-exits-early-against-brewers-with-left-forearm-tightness/
0.023067821431148515,https://www.wfla.com/bloom/its-not-just-cookies-stories-and-recipes-from-the-tiffs-treats-kitchen-2/
0.9988947199071055,https://www.wmar2news.com/news/local-news/photo-gallery-play-ball-orioles-home-opener-returns-to-oriole-park-at-camden-yards
0.6103731481971403,https://wtmj.com/sports/2022/04/21/ap-top-sports-news-at-824-a-m-edt-4/
0.847916781347466,https://www.news-journalonline.com/story/lifestyle/real-estate/2022/04/09/market-real-estate-furnished-vacation-paradise-wont-disappoint/9467419002/
0.51868008585389,https://wtmj.com/national/2022/04/20/live-updates-holocaust-survivor-dies-in-mariupol-basement/
0.9221331105999772,https://www.wmar2news.com/middaymaryland/evpassport
0.4632594317178028,https://www.cenlanow.com/crime/bastrop-man-arrested-for-two-arson-cases/
0.24324704567993247,https://www.wnem.com/2022/04/08/alex-jones-accused-hiding-assets-over-sandy-hook-lawsuits/
0.28546770018314144,https://www.kttc.com/2022/04/20/student-upset-with-lourdes-high-school-prom-policy-states-student-prom-guests-must-be-opposite-gender/
0.5193797501682063,https://www.valleynewslive.com/prnewswire/2022/04/18/brands-embrace-on-demand-retail-with-innovative-marketing-during-dada-groups-415-shopping-festival/
0.2361889415567822,https://www.wflx.com/2022/04/06/oklahoma-state-house-approves-bill-make-abortion-illegal/
0.4537725283092059,https://www.wistv.com/prnewswire/2022/04/05/olin-winchester-hosts-members-congress-washington-dc-discuss-value-shooting-sports-shoot-united-initiative/
0.09891117280995974,https://fox59.com/news/national-world/repaired-texas-synagogue-reopens-months-after-hostage-crisis/
0.3696102810193504,https://www.wivb.com/news/search-and-rescue-efforts-bolstered-in-philippine-disaster/
0.010276565512325383,https://www.kold.com/2022/04/13/student-artwork-showcased-tucson-mall/
0.45790876555589627,https://www.wflx.com/2022/04/19/puzzling-outbreak-liver-disease-kids-spreads-eu-us/
0.26128709134504663,https://www.wric.com/news/u-s-world/2-san-francisco-officers-charged-with-destroying-evidence/
0.3510837812669808,https://www.wistv.com/prnewswire/2022/04/05/25000-small-businesses-launched-through-score-volunteer-corps/
0.7589775447850399,https://wtmj.com/national/2022/04/19/runners-diary-ukrainian-runs-boston-to-help-homeland-5/
0.8160480869036145,https://www.kold.com/2022/04/13/wh-environmental-justice-advisors-press-justice40-action/
0.9644556827549482,https://www.wmar2news.com/news/national/science-of-a-cookie-researchers-explain-why-we-cant-twist-oreos-off-perfectly
0.21116272676463502,https://www.wfmz.com/news/pr_newswire/pr_newswire_stocks/brooks-brothers-launches-new-home-collection-with-turko-textile/article_d139b835-fcc0-5bc5-8901-0370c4c38f94.html
0.17244947230398347,https://wtmj.com/national/2022/04/21/putin-tries-to-claim-mariupol-win-but-wont-storm-holdout/
0.522151586201607,https://www.wagmtv.com/prnewswire/2022/04/19/new-literary-project-names-lauren-groff-winner-2022-joyce-carol-oates-prize/
0.9930413126881811,https://www.wric.com/news/u-s-world/christian-faithful-mark-easter-in-jerusalem/
0.5560928085653983,https://www.kold.com/prnewswire/2022/04/13/genscript-debuts-industrys-highest-throughput-dna-synthesis-platform-commercial-dna-digital-data-storage/
0.5351445864489373,https://wtmj.com/national/2022/04/18/sri-lankan-leader-admits-mistakes-led-to-economic-crisis/
0.02669239752970734,https://www.wagmtv.com/prnewswire/2022/04/19/three-pillar-communities-announces-new-coo-launches-second-manufactured-housing-fund/
0.5272561254848752,https://www.cbs42.com/birmingham-community/one-class-at-a-time/special-education-teacher-wins-one-classroom-at-a-time-1000-grant/
0.20399783178627978,https://www.unionleader.com/news/crime/maine-armed-robbery-suspect-caught-in-nh-after-high-speed-chase/article_38b9de21-bd03-5c10-80fc-6ad3ca76a030.html
0.5734995128381838,https://www.foxnews.com/media/bidens-border-policies-are-inhumane-and-they-are-killing-people-tom-homan
0.9851066253219262,https://www.wflx.com/prnewswire/2022/04/12/golden-arrow-announces-director-resignation/
0.5823206692452666,https://www.wymt.com/2022/04/21/putin-tells-forces-not-storm-ukraine-holdout-mariupol/
0.5234776956186592,https://www.valleynewslive.com/prnewswire/2022/04/18/genprex-participate-upcoming-investor-industry-conferences-april-2022/
0.7748115515947994,https://www.wric.com/automotive/level-3-autonomous-driving-coming-to-america/
0.3994719858189462,https://www.wane.com/news/what-do-parents-need-to-know-about-formula-shortage/
0.5433465144463674,https://www.unionleader.com/news/crime/man-accused-of-posing-as-federal-officer-says-he-acted-out-of-desire-for-friendship/article_79e015a3-74be-5fa2-96bd-3351f236f0b8.html
0.8532132059425588,https://www.koat.com/article/cdc-to-extend-travel-mask-requirement/39714899
0.479761622682811,https://www.valleynewslive.com/prnewswire/2022/04/15/keith-cooperman-joins-millennium-corporation-new-vice-president-business-development/
0.6537516934512807,https://www.normantranscript.com/news/npd-shooting-near-campus-kills-one/article_280aef80-b82a-11ec-9bae-73c3d2b814ce.html
0.7374283715964408,https://nj1015.com/why-do-traffic-lights-in-new-jersey-have-such-horrendous-timing/
0.5361176660586571,https://www.wane.com/news/national-world/some-state-lawmakers-calling-it-quits-cant-afford-to-serve/
0.5306541974374578,https://www.twincities.com/2022/04/09/dwayne-haskins-steelers-quarterback-and-former-ohio-state-star-fatally-struck-by-car/
0.5234441722432652,https://www.kold.com/2022/04/14/republican-national-committee-votes-withdraw-presidential-debates-group-reports-say/
0.6365761489373377,https://www.twincities.com/2022/04/15/on-a-street-called-prosperity-st-paul-developer-seeks-to-cluster-tiny-homes-for-homeless-vets/
0.2336364917626782,https://www.providencejournal.com/restricted/?return=https%3A%2F%2Fwww.providencejournal.com%2Fstory%2Fnews%2Feducation%2F2022%2F04%2F20%2Fnew-group-demands-robust-civics-education-included-new-high-school-regulations%2F7371156001%2F
0.1499305545163987,https://www.wric.com/news/u-s-world/popcorn-sold-in-more-than-a-dozen-states-recalled-over-allergen-concerns/
0.05923276207010224,https://www.wistv.com/prnewswire/2022/04/06/renewable-innovations-quantum-fuel-systems-partner-accelerate-hydrogen-economy/
0.09938092172531668,https://www.wnem.com/2022/04/21/13-nassar-victims-seeking-130m-fbi-over-bungled-probe/
0.6620735765697424,https://www.wrtv.com/news/national/sensors-were-adjusted-on-ride-where-teen-fell-to-death
0.4879734765591397,https://www.al.com/life/2022/04/wawa-is-coming-to-alabama-so-whats-a-wawa.html
0.5137847177006575,https://www.wane.com/news/animal-control-officer-appreciation-week-is-positively-fort-wayne/
0.48020119813388235,https://www.wane.com/news/guilty-verdict-in-deaths-of-utah-teens-found-in-mine-shaft/
0.44386867644912226,https://nj1015.com/ways-to-prepare-for-njs-senseless-plastic-bag-ban-opinion/
0.24750906314741722,https://www.wric.com/news/u-s-world/colombian-candidate-says-he-wont-nationalize-property/
0.25588442914253046,https://www.djournal.com/obituaries/djournal/gann-peggy/article_9141c7d5-ef18-5772-8bfd-858659dbeaa5.html
0.8134147185561331,https://www.wfmz.com/news/pr_newswire/pr_newswire_business/u-s-ag-tech-company-agro-club-collaborates-with-spanish-neo-bank-crealsa-to-digitize/article_85f773fc-b5cb-5f7e-b460-9d56287f0d7c.html
0.5508324844686012,https://www.foxnews.com/world/youtube-hong-kong-leader-channel
0.5180341652598331,https://www.wric.com/business/us-world-business/biden-increases-crude-oil-royalty-rate-scales-back-leases/
0.7665526137976012,https://www.iowapublicradio.org/news-from-npr/2022-04-18/justice-department-might-appeal-the-mask-ruling-if-the-cdc-says-theyre-still-needed
0.7563211872538358,https://www.twincities.com/2022/04/12/kyrie-irving-kevin-durant-power-nets-past-cavs-in-play-in-game-to-secure-7th-seed-and-date-with-celtics/
0.6559112797840077,https://www.mainepublic.org/npr-news/2022-04-21/transit-riders-are-worried-about-safety-police-in-philly-are-trying-a-new-approach
0.6861813342159413,https://www.twincities.com/2022/04/07/relentless-minnesota-state-mankato-rolls-over-gophers-in-frozen-four-semifinal/
0.754938446353079,https://www.1011now.com/2022/04/06/louisiana-mom-accused-sending-child-day-care-with-meth-xanax/
0.6516979532395188,https://www.wane.com/news/crime/probation-chief-speaks-out-on-violator-numbers-at-allen-county-jail/
0.5563106248860387,https://www.wistv.com/2022/04/13/biden-approves-800m-artillery-helicopters-ukraine/
0.4693475920101449,https://www.mainepublic.org/2022-04-14/the-only-psychiatric-hospital-in-montana-is-losing-federal-funding
0.9234046963277092,https://www.kttc.com/2022/04/08/will-smith-banned-oscars-10-years-slapping-chris-rock/
0.8899969301912473,https://www.kold.com/prnewswire/2022/04/13/ansys-expand-cloud-portfolio-with-technology-acquisition-onscale/
0.9904806412008768,https://www.kold.com/prnewswire/2022/04/09/this-is-test-please-disregard/
0.17410734688514326,https://www.cenlanow.com/sports/the-only-day-mlb-players-can-wear-no-42-jackie-robinson-day/
0.5673688229870844,https://www.phoenixnewtimes.com/restaurants/gemini-pizza-brings-ny-style-pizza-to-a-cocktail-bar-setting-13403641
0.31479856932367667,https://www.wishtv.com/news/national/florida-judge-voids-us-mask-mandate-for-planes-other-travel/
